"","original_title.x","id","Actor","Director","budget.x","X1st.genre","genres","X1st.production.company","runtime.x","ProductionBudget","DomesticGross","release_date.x"
"128","he s just not that into you",10184,"ben affleck","ken kwapis",40000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","New Line Cinema",129,4e+07,93953653,"2009-02-06"
"129","reindeer games",2155,"ben affleck","john frankenheimer",42000000,"thriller","[{'id': 53, 'name': 'Thriller'}]","Dimension Films",124,3.6e+07,23360779,"2000-02-25"
"130","meet the parents",1597,"ben stiller","jay roach",55000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","DreamWorks SKG",108,5.5e+07,166225040,"2000-10-06"
"131","while we re young",252512,"ben stiller","noah baumbach",10000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","Scott Rudin Productions",97,1e+07,7582065,"2015-04-03"
"132","duplex",7288,"ben stiller","danny devito",40000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]","Miramax Films",89,4e+07,9652000,"2003-09-26"
"133","zoolander",9398,"ben stiller","ben stiller",28000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Paramount Pictures",89,2.8e+07,45172250,"2001-09-28"
"134","madagascar escape 2 africa",10527,"ben stiller","eric darnell",150000000,"family","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]","DreamWorks Animation",89,1.5e+08,180174880,"2008-10-30"
"135","the broken hearts club a romantic comedy",22597,"ben weber","greg berlanti",1000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",NA,94,1e+06,1744858,"2000-02-01"
"136","the fifth estate",162903,"benedict cumberbatch","bill condon",28000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","DreamWorks SKG",128,2.6e+07,3254172,"2013-10-11"
"137","escobar paradise lost",255343,"benicio del toro","andrea di stefano",17000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]","Nexus Factory",120,1.7e+07,195792,"2014-10-11"
"138","the way of the gun",1619,"benicio del toro","christopher mcquarrie",8500000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",NA,119,9e+06,6047856,"2000-09-08"
"139","20 feet from stardom",159014,"bette midler","morgan neville",1000000,"documentary","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","Tremolo Productions",89,1e+06,4946250,"2013-06-14"
"140","cloudy with a chance of meatballs 2",109451,"bill hader","cody cameron",78000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","Columbia Pictures",95,7.8e+07,119793567,"2013-09-26"
"141","religulous",13007,"bill maher","larry charles",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]","Lions Gate Films",101,2500000,13011160,"2008-10-01"
"142","rock the kasbah",253414,"bill murray","barry levinson",15000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10752, 'name': 'War'}]","Shangri-La Entertainment",100,1.5e+07,3020665,"2015-10-22"
"143","frailty",12149,"bill paxton","bill paxton",11000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Cinerenta Medienbeteiligungs KG",100,1.1e+07,13110448,"2001-11-17"
"144","bad santa 2",338964,"billy bob thornton","mark waters",26000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Ingenious Media",87,2.6e+07,17782176,"2016-11-23"
"145","rudderless",244403,"billy crudup","william h macy",5000000,"music","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","Unified Pictures",105,5e+06,56001,"2014-10-17"
"146","monsters university",62211,"billy crystal","dan scanlon",200000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Pictures",104,2e+08,268488329,"2013-06-20"
"147","creature",292830,"bipasha basu","vikram bhatt",0,"science fiction","[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",NA,134,3e+06,331000,"2014-09-12"
"148","dancer in the dark",16,"björk","lars von trier",12800000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]","Fine Line Features",140,12500000,4157491,"2000-05-17"
"149","everybody wants some ",295699,"blake jenner","richard linklater",10000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Annapurna Pictures",116,1e+07,3400278,"2016-03-30"
"150","the age of adaline",293863,"blake lively","lee toland krieger",25000000,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Lakeshore Entertainment",112,3e+07,42629776,"2015-04-16"
"151","open water",83,"blanchard ryan","chris kentis",130000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Plunge Pictures LLC",79,5e+05,30500882,"2004-08-06"
"152","a mighty wind",13370,"bob balaban","christopher guest",6000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","Castle Rock Entertainment",91,6e+06,17583468,"2003-04-16"
"153","the final destination",19912,"bobby campo","david r ellis",40000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","New Line Cinema",82,4e+07,66477700,"2009-08-26"
"154","u2 3d",37003,"bono","mark pellington",15000000,"music","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]","National Geographic Entertainment",85,1.5e+07,12898847,"2007-05-19"
"155","the mexican",6073,"brad pitt","gore verbinski",57000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","DreamWorks SKG",123,4e+07,66808615,"2001-03-01"
"156","inglourious basterds",16869,"brad pitt","quentin tarantino",70000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","Universal Pictures",153,7e+07,120774594,"2009-08-18"
"157","allied",369885,"brad pitt","robert zemeckis",85000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","Paramount Pictures",124,1.06e+08,40098064,"2016-11-17"
"158","aloha",222936,"bradley cooper","cameron crowe",37000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Scott Rudin Productions",105,3.7e+07,21052030,"2015-05-27"
"159","no man s land",8342,"branko duric","danis tanovic",1012153,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]","Eurimages",98,1e+06,1067481,"2001-09-08"
"160","road trip",9285,"breckin meyer","todd phillips",16000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","DreamWorks SKG",93,1.6e+07,68525609,"2000-05-19"
"161","dreamcatcher",318033,"brenda myers powell","kim longinotto",0,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,104,6.8e+07,33685268,"2015-03-27"
"162","rampage",38780,"brendan fletcher","uwe boll",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Boll Kino Beteiligungs GmbH & Co. KG",85,1.2e+08,101028233,"2009-08-14"
"163","into the storm",36465,"brendan gleeson","thaddeus o sullivan",0,"tv movie","[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",NA,100,5e+07,47602194,"2009-05-31"
"164","gods of egypt",205584,"brenton thwaites","alex proyas",140000000,"fantasy","[{'id': 14, 'name': 'Fantasy'}]","Summit Entertainment",127,1.4e+08,31153464,"2016-02-25"
"165","the masked saint",370464,"brett granstaff","warren p sonoda",0,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","Freestyle Releasing",111,3500000,182695,"2016-01-08"
"166","3 strikes",47816,"brian hooks","dj pooh",6000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",NA,82,4e+06,9821335,"2000-03-01"
"167","the frozen",150211,"brit morgan","andrew hyatt",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",NA,0,250000,0,"2012-10-10"
"168","my name is bruce",1961,"bruce campbell","bruce campbell",1500000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","Dark Horse Entertainment",86,1500000,173066,"2007-10-01"
"169","nebraska",129670,"bruce dern","alexander payne",12000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]","Paramount Vantage",115,1.2e+07,17654912,"2013-09-21"
"170","the whole nine yards",2069,"bruce willis","jonathan lynn",41300000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","Franchise Pictures",98,2.4e+07,57262492,"2000-02-18"
"172","trumbo",294016,"bryan cranston","jay roach",15000000,"drama","[{'id': 18, 'name': 'Drama'}]","Groundswell Productions",124,1.5e+07,7857741,"2015-10-27"
"173","doctor strange",14830,"bryce johnson","patrick archibald",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","Marvel Studios",76,1.65e+08,232641920,"2007-08-14"
"174","in the shadow of the moon",14284,"buzz aldrin","david sington",2000000,"documentary","[{'id': 99, 'name': 'Documentary'}]","Film4",109,2e+06,1134358,"2007-01-19"
"175","woodlawn",333596,"c thomas howell","andrew erwin",12000000,"drama","[{'id': 18, 'name': 'Drama'}]","Sony Pictures",123,1.3e+07,14394097,"2015-10-15"
"176","charlie s angels",4327,"cameron diaz","mcg",92000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Columbia Pictures",98,9e+07,125305545,"2000-11-02"
"177","the other woman",193610,"cameron diaz","nick cassavetes",40000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Twentieth Century Fox Film Corporation",109,4e+07,83911193,"2014-04-16"
"178","open road",192210,"camilla belle","márcio garcia",3000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Society Entertainment",85,3e+06,0,"2013-04-12"
"179","no end in sight",12901,"campbell scott","charles ferguson",2000000,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,102,2e+06,1433319,"2007-07-27"
"180","george washington",18292,"candace evanofski","david gordon green",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,89,42000,241816,"2000-10-01"
"181","an education",24684,"carey mulligan","lone scherfig",7500000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","BBC Films",100,7500000,12574914,"2009-10-29"
"182","the mighty macs",48620,"carla gugino","tim chambers",7000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",NA,102,7e+06,1891936,"2009-10-21"
"183","eye of the dolphin",46849,"carly schroeder","michael d sellers",2500000,"drama","[{'id': 18, 'name': 'Drama'}]","Gold/Miller Productions",100,2500000,72210,"2007-08-24"
"184","51 birch street",79161,"carol block","doug block",0,"documentary","[{'id': 99, 'name': 'Documentary'}]","Copacetic Pictures",90,350000,84689,"2006-10-18"
"185","10 days in a madhouse",345003,"caroline barry","timothy hines",1200000,"drama","[{'id': 18, 'name': 'Drama'}]",NA,111,1.2e+07,14616,"2015-11-20"
"186","saw",176,"cary elwes","james wan",1200000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]","Lions Gate Films",103,1200000,55968727,"2004-10-01"
"187","manchester by the sea",334541,"casey affleck","kenneth lonergan",9000000,"drama","[{'id': 18, 'name': 'Drama'}]","Big Indie Pictures",135,8500000,47695371,"2016-11-18"
"188","lonesome jim",7301,"casey affleck","steve buscemi",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Plum Pictures",91,5e+05,154187,"2005-11-16"
"189","triple 9",146198,"casey affleck","john hillcoat",20000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Worldview Entertainment",115,2e+07,12639297,"2016-02-19"
"190","the killer inside me",37414,"casey affleck","michael winterbottom",13000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Revolution Films",109,1.3e+07,217277,"2010-02-19"
"191","rejsen til saturn",16016,"casper christensen","kresten vestbjerg andersen",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","Nordisk Film",90,2700000,0,"2008-09-26"
"192","the gallows",299245,"cassidy gifford","travis cluff",100000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","New Line Cinema",87,1e+05,22764410,"2015-07-10"
"193","carol",258480,"cate blanchett","todd haynes",11800000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Killer Films",118,11800000,12711491,"2015-11-20"
"194","the gift",2046,"cate blanchett","sam raimi",10000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","Lakeshore Entertainment",111,1e+07,12008642,"2000-12-22"
"196","veronica guerin",10629,"cate blanchett","joel schumacher",17000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Jerry Bruckheimer Films",98,1.7e+07,1569918,"2003-07-11"
"197","blue jasmine",160588,"cate blanchett","woody allen",18000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Perdido Productions",98,1.8e+07,33404871,"2013-07-25"
"198","for your consideration",14799,"catherine o hara","christopher guest",12000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Shangri-La Entertainment",86,1.2e+07,5549923,"2006-11-22"
"199","peter pan",273106,"cathy rigby","gary halvorson",0,"music","[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]","Hart Sharp Video",104,1e+08,48417850,"2000-10-10"
"200","code name the cleaner",14396,"cedric the entertainer","les mayfield",20000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","New Line Cinema",84,2e+07,8135024,"2007-01-05"
"201","get on up",239566,"chadwick boseman","tate taylor",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","Universal Studios",139,3e+07,30569935,"2014-08-01"
"202","42",109410,"chadwick boseman","brian helgeland",40000000,"drama","[{'id': 18, 'name': 'Drama'}]","Warner Bros.",128,3.1e+07,95020213,"2013-04-12"
"203","magic mike",77930,"channing tatum","steven soderbergh",7000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","Extension 765",110,7e+06,113721571,"2012-06-28"
"204","white house down",117251,"channing tatum","roland emmerich",150000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Columbia Pictures",131,1.5e+08,73103784,"2013-06-27"
"205","fist fight",345922,"charlie day","richie keen",20000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","New Line Cinema",91,2.5e+07,32187017,"2017-02-16"
"206","king arthur legend of the sword",274857,"charlie hunnam","guy ritchie",175000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","Village Roadshow Pictures",126,1.75e+08,39175066,"2017-04-27"
"207","walking with dinosaurs",77951,"charlie rowe","neil nightingale",80000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","BBC Worldwide",87,8e+07,36076121,"2013-12-18"
"208","foodfight ",116977,"charlie sheen","lawrence kasanoff",65000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Threshold Entertainment",87,4.5e+07,0,"2012-06-15"
"209","atomic blonde",341013,"charlize theron","david leitch",30000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Denver and Delilah Productions",115,3e+07,51573925,"2017-07-26"
"210","trapped",9039,"charlize theron","luis mandoki",30000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Senator Film Produktion",106,3e+07,6916869,"2002-09-20"
"211","swimming pool",302,"charlotte rampling","françois ozon",7800000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","France 2 CinÃ©ma",102,7800000,10130108,"2003-05-18"
"212","eden",37405,"charlotte roche","michael hofmann",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,98,2300000,0,"2006-11-02"
"213","mao s last dancer",33870,"chi cao","bruce beresford",25000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Great Scott Productions Pty. Ltd.",117,1.8e+07,4806750,"2009-10-01"
"214","redbelt",12400,"chiwetel ejiofor","david mamet",7000000,"drama","[{'id': 18, 'name': 'Drama'}]","Sony Pictures Classics",99,7e+06,2344847,"2008-04-07"
"215","the 5th wave",299687,"chloë grace moretz","j blakeson",38000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","Columbia Pictures",112,3.8e+07,34912982,"2016-01-14"
"216","sisters",52788,"chloë sevigny","douglas buck",60000,"mystery","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","Edward R. Pressman Film",92,3e+07,87044645,"2006-11-10"
"217","dragonball evolution",14164,"chow yun fat","james wong",100000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Ingenious Film Partners",85,3e+07,9362785,"2009-04-01"
"218","amigo",72913,"chris cooper","john sayles",1200000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",NA,128,1500000,184705,"2010-07-14"
"219","before we go",283350,"chris evans","chris evans",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","Wonderland Sound and Vision",89,3e+06,37151,"2014-09-11"
"220","captain america civil war",271110,"chris evans","anthony russo",250000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","Studio Babelsberg",147,2.5e+08,408084349,"2016-04-27"
"221","tmnt",1273,"chris evans","kevin munroe",34000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","The Weinstein Company",90,3.5e+07,54149098,"2007-03-23"
"222","snowpiercer",110415,"chris evans","bong joon ho",39200000,"action","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","CJ Entertainment",126,4e+07,4563029,"2013-08-01"
