"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime"
"4322","78248","0","drama","adanggaman","canal+ horizons",2000-08-31,28,90
"4323","9517","0","crime","bully","studiocanal",2001-06-15,480811,113
"4324","25985","0","drama","jump tomorrow","eureka pictures",2001-11-09,0,97
"4325","15745","5000000","action","made","artisan entertainment",2001-07-13,5476060,94
"4326","24977","0","documentary","michael jordan to the max","imax",2000-05-05,21268532,46
"4329","58904","0","animation","haunted castle",NA,2001-02-23,13651656,38
"4330","103489","0",NA,"all access: front row. backstage. live!",NA,2001-05-20,0,0
"4357","110428","3512454","drama","camille claudel 1915","canal+",2013-03-13,115860,95
"4510","331","93000000","adventure","jurassic park iii","universal studios",2001-07-18,368780809,92
"4511","11467","0","comedy","america's sweethearts","columbia pictures",2001-07-17,0,102
"4512","327","12000000","crime","brother","bandai visual company",2000-09-09,15250000,114
"4513","1548","7000000","comedy","ghost world","united artists",2001-07-20,0,111
"4514","13403","0","comedy","hedwig and the angry inch","new line cinema",2001-07-20,0,95
"4515","869","100000000","thriller","planet of the apes","twentieth century fox film corporation",2001-07-25,362211740,119
"4516","552","0","drama","pane e tulipani","istituto luce",2000-03-03,0,114
"4518","33379","0","comedy","greenfingers",NA,2001-07-27,1443067,91
"4519","196859","400000",NA,"jackpot",NA,2001-07-26,43719,97
"4520","47574","0","drama","the monkey's mask",NA,2000-09-27,0,93
"4521","2171","5000000","comedy","wet hot american summer","eureka pictures",2001-07-27,295206,97
"4571","2057","42000000","thriller","original sin","intermedia films",2001-08-03,35402320,118
"4572","9880","37000000","comedy","the princess diaries","walt disney pictures",2001-08-03,165335153,115
"4573","5175","90000000","action","rush hour 2","new line cinema",2001-08-03,347325802,90
"4574","21596","0","drama","thomas est amoureux","entre chien et loup",2000-09-03,0,97
"4590","2770","30000000","comedy","american pie 2","universal pictures",2001-08-10,287553595,108
"4591","12610","75000000","adventure","osmosis jones","conundrum entertainment",2001-08-07,13596911,95
"4592","1933","0","horror","the others","cruise/wagner productions",2001-08-02,0,101
"4593","13496","35000000","action","american outlaws","morgan creek productions",2001-08-17,13678913,94
"4594","21055","0","comedy","all over the guy","lionsgate",2001-03-07,1051948,95
"4595","24936","3000000","drama","the deep end","i5 films",2001-01-21,0,101
"4596","80070","7000000","drama","on the edge",NA,2001-08-10,0,85
"4597","10972","1500000","horror","session 9","october films",2001-08-10,373967,100
"4598","207541","0",NA,"the turandot project",NA,2000-09-11,0,87
"4599","1722","57000000","drama","captain corelli's mandolin","miramax films",2001-08-17,62112895,131
"4600","9896","48000000","adventure","rat race","paramount pictures",2001-07-30,85498534,112
"4601","26665","0","drama","aberdeen","filmfabriken baltic sea ab",2000-07-05,0,113
"4602","125707","0",NA,"innocence",NA,2000-09-08,0,94
"4603","9683","0","adventure","bubble boy","touchstone pictures",2001-08-24,0,84
"4604","2779","0","comedy","the curse of the jade scorpion","dreamworks skg",2001-08-05,0,103
"4605","2294","22000000","comedy","jay and silent bob strike back","dimension films",2001-08-22,33788161,104
"4606","10016","28000000","action","ghosts of mars","screen gems",2001-08-24,14010832,98
"4607","26602","34000000","drama","summer catch","tollin/robbins productions",2001-08-22,19693891,108
"4608","37920","0","drama","an american rhapsody","paramount classics",2001-06-22,850225,106
"4609","22230","0","comedy","happy accidents","independent film channel",2000-01-25,688510,110
"4610","206412","0",NA,"lisa picard is famous",NA,2000-05-14,0,90
"4611","13966","0","comedy","maybe baby","pandora cinema",2000-06-02,0,104
"4612","742","0","drama","tillsammans","nordisk film",2000-08-25,0,106
"4613","248757","0","comedy","punks",NA,2000-01-24,0,91
"4614","15104","0","comedy","tortilla soup",NA,2001-08-21,4574762,103
"4615","8922","10000000","horror","jeepers creepers","united artists",2001-07-01,59217789,90
"4616","11065","0","drama","o","filmengine",2001-08-31,16017403,95
"4617","21118","0","comedy","waking up in reno","miramax films",2002-12-13,261603,91
"4627","11370","40000000","action","the musketeer","crystal sky worldwide",2001-09-07,27053815,104
"4628","12508","57000000","music","rock star","bel air entertainment",2001-09-04,16991902,105
"4629","14033","0","horror","soul survivors",NA,2001-09-06,0,84
"4630","25462","6000000","comedy","two can play that game","screen gems",2001-09-07,0,90
"4631","223346","0",NA,"bounce: behind the velvet rope",NA,2001-09-07,0,71
"4634","106230","0","comedy","satree lek","tai entertainment",2000-03-04,0,104
"4635","35176","0","drama","kill me later",NA,2001-09-14,0,89
"4636","18734","700000","drama","l.i.e. long island expressway",NA,2001-01-20,1667192,97
"4637","44321","0","crime","la virgen de los sicarios","les films du losange",2000-09-01,0,101
"4640","58062","0","documentary","into the arms of strangers: stories of the kindertransport",NA,2000-09-06,0,122
"4641","2176","30000000","drama","the glass house","original film",2001-09-14,23619609,106
"4642","20857","32000000","comedy","hardball","paramount pictures",2001-09-14,40222729,106
"4643","22617","0","drama","dinner rush","access motion picture group",2000-09-01,0,99
"4644","75386","0","comedy","haiku tunnel",NA,2001-09-07,251058,88
"4645","2185","40000000","action","big trouble","touchstone pictures",2002-04-05,8493890,85
"4646","10696","22000000","drama","glitter","twentieth century fox film corporation",2001-09-21,5271666,104
"4647","2034","45000000","action","training day","village roadshow pictures",2001-10-05,104876233,122
"4648","21538","0","action","the american astronaut",NA,2001-01-20,0,91
"4649","51722","0","documentary","children underground",NA,2001-09-19,0,104
"4650","101860","0","documentary","go tigers!",NA,2001-01-20,0,103
"4651","48834","0","drama","liam","british broadcasting corporation (bbc)",2000-09-04,0,90
"4652","30379","0","action","megiddo: the omega code 2","infinity omnimedia",2001-09-07,0,104
"4653","31016","1000000","comedy","sidewalks of new york","paramount classics",2001-11-23,2402459,107
"4654","32567","0","documentary","the endurance: shackleton's legendary antarctic expedition","discovery channel pictures",2000-09-02,2452566,97
"4685","12103","50000000","thriller","don't say a word","village roadshow pictures",2001-09-28,100020092,113
"4686","11313","31000000","drama","hearts in atlantis","village roadshow pictures",2001-09-07,24185781,101
"4687","9398","28000000","comedy","zoolander","paramount pictures",2001-09-28,60780981,89
"4688","35066","0","comedy","born romantic","kismet film company",2000-09-14,0,96
"4689","45864","0","action","extreme days","providence entertainment",2001-09-28,1,93
"4690","55372","0","comedy","va savoir","v.m. productions",2001-09-28,0,154
"4691","292947","0","music","won't anybody listen",NA,2001-09-28,0,0
"4692","10866","23000000","mystery","joy ride","regency enterprises",2001-10-05,36642838,97
"4693","34549","12000000","comedy","max keeble's big move","walt disney pictures",2001-10-05,17292381,86
"4694","9778","28000000","comedy","serendipity","miramax films",2001-10-05,77516304,90
"4695","34453","0","documentary","grateful dawg",NA,2000-10-14,0,81
"4696","58429","0","comedy","la ciénaga","wanda visión s.a.",2001-04-12,0,103
"4714","57743","1000000","crime","the learning curve",NA,2001-10-05,0,113
"4715","3172","75000000","action","bandits","cheyenne enterprises",2001-10-12,67631903,123
"4716","17708","11000000","action","corky romano","robert simonds productions",2001-10-12,23978402,86
"4718","570","0","drama","à ma sœur!","cb films",2001-03-07,0,86
"4719","1018","15000000","thriller","mulholland drive","asymmetrical productions",2001-05-16,20117339,147
"4720","25641","0","comedy","my first mister","film roman productions",2001-01-18,0,109
"4722","102933","0","drama","things behind the sun","sidekick entertainment",2001-10-12,0,120
"4723","11380","10000000","action","bones","new line cinema",2001-10-24,7316658,96
"4736","768","35000000","horror","from hell","twentieth century fox film corporation",2001-10-19,74558115,122
"4737","2100","72000000","action","the last castle","dreamworks skg",2001-10-19,27642707,131
"4738","11091","48000000","comedy","riding in cars with boys","columbia pictures",2001-10-19,35743308,132
"4740","27092","0","crime","plata quemada","ibermedia",2000-05-11,0,125
"4741","23941","0","drama","dancing at the blue iguana","dragon pictures",2000-09-14,0,123
"4742","18192","0","drama","focus","dog pond productions",2001-10-19,0,106
"4743","11845","0","romance","intimacy","arte france cinéma",2001-01-20,0,119
"4744","9081","0","animation","waking life","fox searchlight pictures",2001-01-23,3176880,99
"4745","167","48000000","drama","k-pax","intermedia films",2001-10-22,50315140,120
"4746","34043","0","comedy","on the line","miramax films",2001-10-26,0,85
"4747","9378","0","horror","thir13en ghosts","columbia pictures corporation",2001-10-26,0,91
"4748","27444","0","romance","better than sex","better than",2000-11-09,0,84
"4749","141","6000000","fantasy","donnie darko","pandora cinema",2001-01-18,1270522,113
"4750","10034","0","action","high heels and low lifes","fragile films",2001-07-16,0,86
"4751","11457","18000000","drama","life as a house","new line cinema",2001-10-25,0,125
"4752","10778","0","crime","the man who wasn't there","the kl line",2001-05-13,0,116
"4753","78657","0","comedy","aïe",NA,2000-09-06,0,103
"4754","67385","0","drama","la ville est tranquille",NA,2000-08-30,0,133
"4755","151727","0",NA,"trembling before g-d",NA,2001-12-06,0,0
"4756","11456","75000000","mystery","domestic disturbance","paramount pictures",2001-10-30,54249294,89
"4757","585","115000000","animation","monsters, inc.","walt disney pictures",2001-11-01,562816256,92
"4758","10796","49000000","action","the one","columbia pictures",2001-11-02,72700000,87
"4759","23949","100000","drama","tape","the independent film channel productions",2001-01-26,490475,86
"4760","11088","35000000","action","heist","epsilon motion pictures",2001-11-09,0,107
"4761","9889","40000000","comedy","shallow hal","twentieth century fox film corporation",2001-11-01,141069860,114
"4762","140511","0","drama","king of the jungle",NA,2000-10-12,27,87
"4763","133115","0","drama","maze",NA,2000-10-10,0,97
"4766","13408","7000000","action","the wash","lionsgate",2001-11-16,10229331,93
"4767","671","125000000","adventure","harry potter and the philosopher's stone","1492 pictures",2001-11-16,976475550,152
"4768","17731","0","comedy","the fluffer","tla releasing",2001-02-11,0,95
"4769","20794","6000000","comedy","novocaine","numb gums production inc.",2001-11-23,2025238,95
"4770","11469","0","adventure","black knight","twentieth century fox film corporation",2001-11-21,0,95
"4771","14369","24000000","comedy","out cold","spyglass entertainment",2001-11-21,14782676,89
"4772","1535","92000000","action","spy game","universal pictures",2001-11-18,143049560,126
"4773","1433","4500000","fantasy","el espinazo del diablo","producciones anhelo",2001-04-20,6459020,106
"4774","1999","1700000","drama","in the bedroom","miramax films",2001-11-23,0,130
"4797","58886","0","comedy","iedereen beroemd!",NA,2000-04-12,0,0
"4829","8007","40000000","action","behind enemy lines","twentieth century fox film corporation",2001-11-17,91753202,106
"4830","19076","0","drama","the affair of the necklace","alcon entertainment",2001-11-20,0,118
"4831","81442","0","comedy","the independent",NA,2000-11-10,0,95
"4832","50562","0","documentary","porn star: the legend of ron jeremy",NA,2001-01-01,0,80
"4833","13503","0","action","texas rangers","dimension films",2001-11-30,0,110
"4834","161","85000000","thriller","ocean's eleven","village roadshow pictures",2001-12-07,450717150,116
"4835","43774","0","drama","باران","fouad nahas",2001-01-31,0,94
"4836","31064","0","drama","the business of strangers","i5 films",2001-01-19,0,84
"4838","8342","1012153","drama","no man's land","eurimages",2001-09-08,0,98
"4839","55479","0","drama","piñero","greenestreet films",2001-01-01,0,103
"4844","194","10000000","comedy","le fabuleux destin d'amélie poulain","france 3 cinéma",2001-04-25,173921954,122
"4845","11397","16000000","comedy","not another teen movie","original film",2001-12-07,66468332,89
"4846","1903","68000000","drama","vanilla sky","paramount pictures",2001-12-10,203388341,136
"4847","11889","0","drama","iris","miramax films",2001-12-14,0,91
"4848","28171","0","drama","safar e ghandehar","bac films",2001-05-11,0,85
"4849","9523","0","crime","lantana","australian film finance corporation (affc)",2001-10-04,0,121
"4850","9428","21000000","comedy","the royal tenenbaums","touchstone pictures",2001-10-05,71441250,110
"4860","8386","12000000","comedy","how high","universal pictures",2001-12-21,31155435,93
"4861","12589","25000000","action","jimmy neutron: boy genius","nickelodeon movies",2001-12-21,80936232,83
