"","original_title","id","genres","release_date","revenue","budget","runtime","popularity","production_companies","vote_average","DomesticGross","Theaters","TotalGross","ReleaseDate","Distributor","Year","FullDate"
"72","300","1271","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",2006-12-09,422610419,"65000000",117,"18.108408","[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Hollywood Gang Productions', 'id': 2994}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",7,"210614939","3280","210614939","Mar 9","Warner Bros.",2007,2007-03-09
"73","300:riseofanempire","53182","[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",2014-03-05,337580051,"110000000",102,"12.904677","[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Hollywood Gang Productions', 'id': 2994}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",6.1,"106580051","3490","106580051","Mar 7","Warner Bros.",2014,2014-03-07
"74","3000milestograceland","12138","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2001-02-23,18720175,"62000000",125,"4.76448","[{'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",5.8,"15749959","2545","15749959","Feb 23","Warner Bros.",2001,2001-02-23
"75","30beats","109416","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2012-07-20,0,"0",89,"0.813846","[{'name': 'Worldview Entertainment', 'id': 9015}]",3.3,"14693","15","14693","Jul 20","Roadside Attractions",2012,2012-07-20
"76","30daysofnight","4513","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2007-10-17,75505973,"30000000",113,"8.764548","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Ghost House Pictures', 'id': 768}, {'name': 'HorrorFlix', 'id': 24339}]",6.2,"39569000","2859","39569000","Oct 19","Sony Pictures Releasing",2007,2007-10-19
"77","30minutesorless","62206","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2011-08-11,40547440,"28000000",83,"9.763493","[{'name': 'Columbia Pictures', 'id': 5}]",5.6,"37053924","2888","37053924","Aug 12","Sony Pictures Releasing",2011,2011-08-12
"78","30yearstolife","41756","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2003-09-04,0,"0",0,"0.086622","[]",6,"90156","6","103540","Jun 7","Innovation Film Group (IFG)",2003,2003-06-07
"79","30yearstolife","41756","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2003-09-04,0,"0",0,"0.086622","[]",6,"13384","6","103540","Jun 7","Innovation Film Group (IFG)",2002,2002-06-07
"80","31","284564","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2016-09-15,779820,"1500000",102,"6.636625","[{'name': 'Spectacle Entertainment Group', 'id': 10370}, {'name': 'Windy Hill Pictures', 'id': 18922}, {'name': 'Protagonist Pictures', 'id': 20277}, {'name': 'Bow and Arrow Entertainment', 'id': 37432}, {'name': 'PalmStar Media', 'id': 49152}]",4.9,"779820","538","779820","Aug 26","Saban Films",2016,2016-08-26
"81","35andticking","62522","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2011-05-20,0,"0",104,"1.658429","[]",5.3,"113854","6","113794","May 20","Image Entertainment",2011,2011-05-20
"82","360","89455","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2012-07-25,1663931,"0",110,"7.104451","[{'name': 'BBC Films', 'id': 288}]",5.7,"100343","12","100343","Aug 3","Magnolia Pictures",2012,2012-08-03
"83","3backyards","68412","[{'id': 18, 'name': 'Drama'}]",2010-01-01,0,"0",88,"0.481907","[{'name': 'Caruso / Mendelsohn Productions', 'id': 64857}]",4.8,"43073","3","43073","Mar 11","Screen Media Films",2011,2011-03-11
"84","3daystokill","192102","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2014-02-14,52597999,"28000000",113,"17.861119","[{'name': 'Wonderland Sound and Vision', 'id': 4022}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Relativity Media', 'id': 7295}, {'name': '3DTK', 'id': 22947}, {'name': 'Feelgood Entertainment', 'id': 22948}, {'name': 'Paradise/MGN', 'id': 22949}]",6,"30697999","2872","30697999","Feb 21","Relativity Media",2014,2014-02-21
"85","3geezers!","190967","[{'id': 35, 'name': 'Comedy'}]",2013-05-22,0,"0",81,"1.538409","[{'name': 'Rubber Tree Productions', 'id': 17033}]",5,"4175","15","4175","May 22","-",2013,2013-05-22
"86","3generations","300667","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2016-02-11,443962,"5000000",87,"4.626438","[{'name': 'IM Global', 'id': 7437}, {'name': 'Big Beach Films', 'id': 12808}]",6.1,"155936","37","155936","May 5","The Weinstein Company",2017,2017-05-05
"87","3idiotas","346034","[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",2017-04-02,0,"0",106,"0.959942","[{'name': 'Reencuentro Films', 'id': 89125}, {'name': 'Greenlight Productions', 'id': 89126}, {'name': 'Eficine', 'id': 89127}]",6.2,"1249233","349","1249233","Jun 2","Pantelion Films",2017,2017-06-02
"88","3idiots","20453","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2009-12-23,7e+07,"9000000",170,"7.675621","[{'name': 'Vidhu Vinod Chopra Productions', 'id': 3781}]",7.8,"3268210","156","6532874","Dec 23","Reliance Big Pictures",2010,2010-12-23
"89","3idiots","20453","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2009-12-23,7e+07,"9000000",170,"7.675621","[{'name': 'Vidhu Vinod Chopra Productions', 'id': 3781}]",7.8,"3264664","156","6532874","Dec 23","Reliance Big Pictures",2009,2009-12-23
"90","3nightsinthedesert","275696","[{'id': 18, 'name': 'Drama'}]",2015-02-06,0,"0",90,"1.787325","[{'name': 'New Artists Alliance', 'id': 5124}, {'name': 'Caliber Media Company', 'id': 11049}]",4.4,"1297","2","1297","Feb 6","Monterey Media",2015,2015-02-06
"91","3strikes","47816","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-03-01,9e+06,"6000000",82,"0.651625","[]",5.9,"9832166","678","9832166","Mar 1","Metro-Goldwyn-Mayer (MGM)",2000,2000-03-01
"92","4","31227","[{'id': 18, 'name': 'Drama'}]",2005-01-28,0,"0",126,"0.785054","[{'name': 'Coproduction Office', 'id': 6505}, {'name': 'Hubert Bals Fund', 'id': 13413}, {'name': 'Filmocom', 'id': 89506}]",5.2,"20523","1","20523","Apr 7","Leisure Time Features",2006,2006-04-07
"93","4:44lastdayonearth","86820","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2011-09-07,17801,"0",85,"7.716763","[{'name': 'Wild Bunch', 'id': 856}]",4.4,"17801","3","17801","Mar 23","IFC Films",2012,2012-03-23
"94","40daysand40nights","2752","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2002-03-01,0,"17000000",94,"8.628928","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Working Title Films', 'id': 10163}]",5.2,"37950822","2399","37950822","Mar 1","Miramax",2002,2002-03-01
"95","42","109410","[{'id': 18, 'name': 'Drama'}]",2013-04-12,95020213,"40000000",128,"11.637224","[{'name': 'Warner Bros.', 'id': 6194}]",6.8,"95020213","3405","95020213","Apr 12","Warner Bros.",2013,2013-04-12
"96","45365","81583","[{'id': 99, 'name': 'Documentary'}]",2010-06-18,0,"0",90,"0.046692","[]",5,"853","1","853","Feb 26","-",2010,2010-02-26
"97","45years","311291","[{'id': 18, 'name': 'Drama'}]",2015-08-28,4250507,"0",95,"6.645078","[{'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Film4', 'id': 9349}, {'name': 'The Bureau', 'id': 10441}, {'name': 'Artificial Eye', 'id': 11895}, {'name': 'Creative England', 'id': 64479}]",6.3,"4105637","251","4247285","Dec 23","IFC Films",2016,2016-12-23
"98","45years","311291","[{'id': 18, 'name': 'Drama'}]",2015-08-28,4250507,"0",95,"6.645078","[{'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Film4', 'id': 9349}, {'name': 'The Bureau', 'id': 10441}, {'name': 'Artificial Eye', 'id': 11895}, {'name': 'Creative England', 'id': 64479}]",6.3,"141648","251","4247285","Dec 23","IFC Films",2015,2015-12-23
"99","47metersdown","403119","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}]",2017-06-15,44235023,"5500000",89,"52.854103","[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Tea Shop & Film Company', 'id': 13161}, {'name': 'The Fyzz Facility', 'id': 63443}, {'name': 'Flexibon Films', 'id': 79822}]",5.1,"44307191","2471","44307191","Jun 16","Entertainment Studios Motion Pictures",2017,2017-06-16
"100","47ronin","64686","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2013-12-06,150962475,"175000000",119,"14.88937","[{'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Universal', 'id': 6292}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'H2F Entertainment', 'id': 20851}]",5.9,"23852775","2690","38362475","Dec 25","Universal Pictures",2013,2013-12-25
"101","47ronin","64686","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2013-12-06,150962475,"175000000",119,"14.88937","[{'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Universal', 'id': 6292}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'H2F Entertainment', 'id': 20851}]",5.9,"14509700","2690","38362475","Dec 25","Universal Pictures",2014,2014-12-25
"102","49up","13365","[{'id': 99, 'name': 'Documentary'}]",2005-09-15,238073,"0",180,"0.769595","[]",6.9,"1557","21","241772","Oct 6","First Run",2007,2007-10-06
"103","49up","13365","[{'id': 99, 'name': 'Documentary'}]",2005-09-15,238073,"0",180,"0.769595","[]",6.9,"240215","21","241772","Oct 6","First Run",2006,2006-10-06
"104","50/50","40807","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-09-30,39187783,"8000000",100,"11.869481","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Mandate Pictures', 'id': 771}]",7,"35014192","2479","35014192","Sep 30","Summit Entertainment",2011,2011-09-30
"105","50firstdates","1824","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2004-02-13,196482882,"75000000",99,"11.134888","[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Flower Films (II)', 'id': 19813}]",6.6,"120908074","3612","120908074","Feb 13","Sony Pictures Releasing",2004,2004-02-13
"106","50to1","197583","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2014-03-21,1064454,"10000000",110,"2.691651","[{'name': 'Ten Furlongs', 'id': 48401}]",5.7,"1064454","133","1064454","Mar 21","Ten Furlongs",2014,2014-03-21
"107","51birchstreet","79161","[{'id': 99, 'name': 'Documentary'}]",2006-10-18,0,"0",90,"0.228169","[{'name': 'Copacetic Pictures', 'id': 8139}]",6.8,"84689","6","84689","Oct 18","Truly Indie",2006,2006-10-18
"108","56up","116167","[{'id': 99, 'name': 'Documentary'}]",2012-05-14,0,"0",144,"0.513828","[]",7.5,"701278","33","701278","Jan 4","First Run",2013,2013-01-04
"109","5daysofwar","50601","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",2011-04-14,17479,"20000000",113,"3.174512","[{'name': 'Midnight Sun Pictures', 'id': 17887}, {'name': 'Dispictures', 'id': 24262}, {'name': 'Georgia International Films', 'id': 24264}, {'name': 'Rex Media', 'id': 24266}]",5.8,"17479","6","17479","Aug 19","Anchor Bay Films",2011,2011-08-19
"110","5flightsup","286521","[{'id': 18, 'name': 'Drama'}]",2014-09-05,1020921,"6000000",92,"9.383088","[{'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Lascaux Films', 'id': 30997}, {'name': 'Latitude Productions', 'id': 30998}]",5.9,"1020921","94","1020921","May 8","Focus World",2015,2015-05-08
"111","5to7","259954","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2014-04-19,0,"0",98,"6.852262","[{'name': 'IFC Films', 'id': 307}, {'name': 'Mockingbird Pictures', 'id': 1092}, {'name': 'Demarest Films', 'id': 13241}]",6.9,"138981","27","162685","Apr 3","IFC Films",2015,2015-04-03
"112","5x2","4974","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-09-01,0,"0",90,"4.545971","[]",6,"128752","5","128752","Jun 10","THINKFilm",2005,2005-06-10
"113","6monthrule","112161","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2012-06-01,0,"0",95,"0.125429","[]",5.7,"14057","3","14057","Jun 1","-",2012,2012-06-01
"114","7chinesebrothers","324245","[{'id': 35, 'name': 'Comedy'}]",2015-08-14,0,"0",75,"1.630684","[]",5.2,"28180","8","28180","Aug 28","Screen Media Films",2015,2015-08-28
"115","8:themormonproposition","40428","[{'id': 99, 'name': 'Documentary'}]",2010-01-01,0,"0",80,"0.252886","[]",5.5,"100280","16","100280","Jun 18","-",2010,2010-06-18
"116","88minutes","3489","[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2007-02-14,16930884,"30000000",108,"8.552967","[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Nu Image Entertainment', 'id': 713}, {'name': 'Brightlight Pictures', 'id': 1063}]",5.7,"17213467","2168","17213467","Apr 18","Sony Pictures Releasing",2008,2008-04-18
"117","8mile","65","[{'id': 18, 'name': 'Drama'}]",2002-11-08,2.15e+08,"41000000",110,"8.374355","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}]",6.8,"114825865","2585","116750901","Nov 8","Universal Pictures",2002,2002-11-08
"118","8mile","65","[{'id': 18, 'name': 'Drama'}]",2002-11-08,2.15e+08,"41000000",110,"8.374355","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}]",6.8,"1925036","2585","116750901","Nov 8","Universal Pictures",2003,2003-11-08
"119","9","12244","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2009-08-19,48428063,"30000000",79,"18.502877","[{'name': 'Focus Films', 'id': 1268}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Arc Productions', 'id': 10280}]",6.6,"31749894","2060","31749894","Sep 9","Focus Features",2009,2009-09-09
"120","9","98622","[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",2005-04-21,0,"0",11,"3.122855","[]",7.4,"31749894","2060","31749894","Sep 9","Focus Features",2009,2009-09-09
"121","9/11","11304","[{'id': 99, 'name': 'Documentary'}]",2002-03-10,0,"0",128,"1.48066","[{'name': 'Goldfish Pictures', 'id': 6382}, {'name': 'Reveille Productions', 'id': 6383}, {'name': 'Universal Home Entertainment', 'id': 6384}]",7.6,"170000","425","170000","Sep 8","Atlas Distribution Company",2017,2017-09-08
"122","90minutesinheaven","343795","[{'id': 18, 'name': 'Drama'}]",2015-09-11,4842699,"5000000",121,"4.222496","[{'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Giving Films', 'id': 68117}]",5.4,"4842699","899","4842699","Sep 11","The Samuel Goldwyn Company",2015,2015-09-11
"123","95milestogo","79163","[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",2006-04-07,2203,"0",81,"0.003568","[]",0,"3195","2","3195","Apr 7","THINKFilm",2006,2006-04-07
"124","99homes","283235","[{'id': 18, 'name': 'Drama'}]",2014-10-09,1411927,"8000000",112,"6.60913","[{'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Hyde Park Entertainment', 'id': 13816}, {'name': 'Broad Green Pictures', 'id': 49389}, {'name': 'Noruz Films', 'id': 74776}]",6.8,"1411927","691","1411927","Sep 25","Broad Green Pictures",2015,2015-09-25
"125","9deadgayguys","19555","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",2003-09-19,0,"0",83,"1.055872","[{'name': 'TLA Releasing', 'id': 328}]",5.1,"2832","2","26377","Oct 17","TLA Releasing",2004,2004-10-17
"126","9deadgayguys","19555","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",2003-09-19,0,"0",83,"1.055872","[{'name': 'TLA Releasing', 'id': 328}]",5.1,"23545","2","26377","Oct 17","TLA Releasing",2003,2003-10-17
"127","9songs","27","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2004-07-16,1574623,"1000000",66,"18.847707","[{'name': 'Revolution Films', 'id': 163}]",5.1,"66853","3","66853","Jul 22","Tartan",2005,2005-07-22
"128","a.c.o.d.","115283","[{'id': 35, 'name': 'Comedy'}]",2013-10-03,175705,"0",88,"5.748809","[{'name': 'Black Bear Pictures', 'id': 22146}]",5.5,"175705","42","175705","Oct 4","The Film Arcade",2013,2013-10-04
"129","a.i.artificialintelligence","644","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",2001-06-29,235926552,"100000000",146,"13.249364","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Stanley Kubrick Productions', 'id': 385}, {'name': 'Warner Bros.', 'id': 6194}]",6.8,"78616689","3242","78616689","Jun 29","Warner Bros.",2001,2001-06-29
"130","aajanachle","14159","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",2007-11-30,3800000,"0",146,"5.097788","[{'name': 'Yash Raj Films', 'id': 1569}]",6,"484108","66","484108","Nov 30","Yash Raj Films",2007,2007-11-30
"131","aarakshan","72152","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2011-08-12,0,"0",164,"0.402087","[]",5.6,"651096","91","651096","Aug 12","Reliance Big Pictures",2011,2011-08-12
"132","abacus:smallenoughtojail","411007","[{'id': 99, 'name': 'Documentary'}]",2017-05-19,0,"0",88,"0.75928","[{'name': 'Kartemquin Films', 'id': 13042}]",8.5,"113278","8","113278","May 19","PBS Distribution",2017,2017-05-19
"133","aballerina'stale","334682","[{'id': 99, 'name': 'Documentary'}]",2015-10-14,0,"0",85,"1.345929","[]",6,"131995","16","131995","Oct 14","IFC Films",2015,2015-10-14
"134","abandcalleddeath","137563","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2013-06-27,125,"0",96,"2.690008","[{'name': 'Picture Machine', 'id': 8085}, {'name': 'Haven Entertainment', 'id': 19548}]",7.1,"127257","16","127257","Jun 28","Drafthouse Films",2013,2013-06-28
"135","abandon","15992","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2002-10-14,10719357,"25000000",99,"3.485213","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Touchstone Pictures', 'id': 9195}]",4.6,"10727683","2347","10727683","Oct 18","Paramount Pictures",2002,2002-10-18
"136","abandoned","43642","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2010-08-24,0,"0",93,"2.085279","[{'name': 'Renegade Pictures', 'id': 5843}]",4.9,"590","1","832","Dec 30","Magnolia Pictures",2012,2012-12-30
"137","abandoned","43642","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2010-08-24,0,"0",93,"2.085279","[{'name': 'Renegade Pictures', 'id': 5843}]",4.9,"236","1","832","Dec 30","Magnolia Pictures",2011,2011-12-30
"138","abcafrica","117404","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2001-10-24,0,"0",83,"0.24961","[]",4.8,"1517","1","9075","May 3","New Yorker Films",2002,2002-05-03
"139","abcsofdeath2","193726","[{'id': 27, 'name': 'Horror'}]",2014-10-02,7171,"0",125,"8.254856","[{'name': 'Magnet Releasing', 'id': 3595}, {'name': 'Drafthouse Films', 'id': 10485}, {'name': 'Timpson Films', 'id': 19324}]",5.5,"7171","17","7171","Oct 31","Magnolia Pictures",2014,2014-10-31
"140","abduction","465044","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",2017-06-28,0,"0",90,"0.281008","[]",0,"28087155","3118","28087155","Sep 23","Lionsgate",2011,2011-09-23
"141","abduction","59965","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}]",2011-09-22,82087155,"35000000",106,"10.512109","[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Gotham Group', 'id': 3672}, {'name': 'Tailor Made', 'id': 24557}, {'name': 'Mango Farms', 'id': 24558}, {'name': 'Quick Six Entertainment', 'id': 24561}]",5.6,"28087155","3118","28087155","Sep 23","Lionsgate",2011,2011-09-23
