"","id","original_title","genres","release_date","Year","Month","Date","revenue","budget","runtime","drama","thriller","nonfiction","action","amusement","cleaned title"
"3757","161687","the ballad of ramblin jack","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",2000-01-26,"2000","01","26",0,"0",112,0,0,1,0,0,"theballadoframblinjack"
"3758","26244","phish bittersweet motel","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2000-08-25,"2000","08","25",0,"0",82,0,0,1,0,0,"phishbittersweetmotel"
"3759","1588","bring it on","[{'id': 35, 'name': 'Comedy'}]",2000-08-25,"2000","08","25",90449929,"28000000",98,0,0,0,0,1,"bringiton"
"3760","287821","catfish in black bean sauce","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2000-06-09,"2000","06","09",0,"0",119,1,0,0,0,1,"catfishinblackbeansauce"
"3761","19150","the crew","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2000-08-21,"2000","08","21",0,"0",88,0,0,0,1,1,"thecrew"
"3762","25128","love sex","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-01-24,"2000","01","24",0,"0",82,1,0,0,0,1,"lovesex"
"3763","18153","steal this movie","[{'id': 18, 'name': 'Drama'}]",2000-08-18,"2000","08","18",0,"0",107,1,0,0,0,0,"stealthismovie"
"3765","41282","skipped parts","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-06-06,"2000","06","06",0,"0",100,1,0,0,0,1,"skippedparts"
"3766","12211","highlander endgame","[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2000-09-01,"2000","09","01",15843608,"25000000",87,0,0,0,1,1,"highlanderendgame"
"3767","137236","backstage","[]",2000-09-08,"2000","09","08",0,"0",86,0,0,0,0,0,"backstage"
"3768","9995","turn it up","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2000-09-06,"2000","09","06",0,"0",86,1,0,0,1,0,"turnitup"
"3769","1698","anatomie","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2000-02-03,"2000","02","03",0,"0",103,0,1,0,0,0,"anatomie"
"3770","10480","nurse betty","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2000-09-08,"2000","09","08",0,"24000000",108,1,1,0,0,1,"nursebetty"
"3772","10685","the watcher","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2000-09-08,"2000","09","08",0,"33000000",96,1,1,0,0,0,"thewatcher"
"3773","1619","the way of the gun","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-09-08,"2000","09","08",19125401,"8500000",119,1,1,0,1,0,"thewayofthegun"
"3774","786","almost famous","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2000-09-15,"2000","09","15",47383689,"60000000",122,1,0,1,0,0,"almostfamous"
"3775","14805","bait","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2000-09-14,"2000","09","14",0,"35000000",119,1,1,0,1,0,"bait"
"3776","51179","circus","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-05-05,"2000","05","05",0,"0",95,1,1,0,0,0,"circus"
"3777","46119","crime punishment in suburbia","[{'id': 18, 'name': 'Drama'}]",2000-01-01,"2000","01","01",26394,"0",100,1,0,0,0,0,"crimepunishmentinsuburbia"
"3778","18074","duets","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2000-09-09,"2000","09","09",0,"0",112,1,0,1,0,1,"duets"
"3780","77332","urbania","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2000-01-24,"2000","01","24",0,"0",103,1,0,0,0,0,"urbania"
"3782","29015","the specials","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2000-09-22,"2000","09","22",0,"0",82,0,0,0,1,1,"thespecials"
"3783","10562","under suspicion","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2000-09-24,"2000","09","24",260562,"25000000",110,1,1,0,0,0,"undersuspicion"
"3784","201724","prince of central park","[]",2000-09-22,"2000","09","22",0,"0",109,0,0,0,0,0,"princeofcentralpark"
"3785","12212","urban legends final cut","[{'id': 27, 'name': 'Horror'}]",2000-09-19,"2000","09","19",38574362,"14000000",97,0,1,0,0,0,"urbanlegendsfinalcut"
"3786","14629","woman on top","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-09-22,"2000","09","22",0,"8000000",92,1,0,0,0,1,"womanontop"
"3787","16","dancer in the dark","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",2000-05-17,"2000","05","17",40031879,"12800000",140,1,0,1,0,0,"dancerinthedark"
"3788","13785","best in show","[{'id': 35, 'name': 'Comedy'}]",2000-09-19,"2000","09","19",0,"0",90,0,0,0,0,1,"bestinshow"
"3789","34299","beautiful","[{'id': 35, 'name': 'Comedy'}]",2000-09-10,"2000","09","10",0,"0",112,0,0,0,0,1,"beautiful"
"3791","22597","the broken hearts club a romantic comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-02-01,"2000","02","01",1744858,"1000000",94,1,0,0,0,1,"thebrokenheartsclubaromanticcomedy"
"3792","19348","girlfight","[{'id': 18, 'name': 'Drama'}]",2000-05-01,"2000","05","01",0,"0",110,1,0,0,0,0,"girlfight"
"3793","10637","remember the titans","[{'id': 18, 'name': 'Drama'}]",2000-09-29,"2000","09","29",136706683,"30000000",113,1,0,0,0,0,"rememberthetitans"
"3819","24664","bamboozled","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-10-06,"2000","10","06",0,"0",135,1,0,0,0,1,"bamboozled"
"3820","21370","bootmen","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2000-10-05,"2000","10","05",0,"0",89,1,0,1,0,1,"bootmen"
"3821","20455","digimon the movie","[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",2000-03-17,"2000","03","17",0,"5500000",82,0,0,0,0,1,"digimonthemovie"
"3822","10461","get carter","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2000-10-06,"2000","10","06",19412993,"63600000",102,1,1,0,1,0,"getcarter"
"3824","1597","meet the parents","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-10-06,"2000","10","06",330444045,"55000000",108,1,0,0,0,1,"meettheparents"
"3825","641","requiem for a dream","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2000-10-27,"2000","10","27",7390108,"4500000",102,1,0,0,0,0,"requiemforadream"
"3826","10687","tigerland","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2000-09-22,"2000","09","22",0,"10000000",101,1,0,1,1,0,"tigerland"
"3827","63956","two family house","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-01-21,"2000","01","21",0,"0",104,1,0,0,0,0,"twofamilyhouse"
"3828","6521","the contender","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-10-13,"2000","10","13",0,"9000000",126,1,1,0,0,0,"thecontender"
"3829","10763","dr t and the women","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-09-13,"2000","09","13",0,"12000000",121,1,0,0,0,1,"drtandthewomen"
"3831","16888","the ladies man","[{'id': 35, 'name': 'Comedy'}]",2000-10-13,"2000","10","13",13700000,"24000000",84,0,0,0,0,1,"theladiesman"
"3832","10383","lost souls","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2000-10-13,"2000","10","13",0,"0",97,0,1,0,0,0,"lostsouls"
"3843","71","billy elliot","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2000-05-18,"2000","05","18",1.1e+08,"5000000",110,1,0,1,0,1,"billyelliot"
"3844","1636","bedazzled","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-10-19,"2000","10","19",90383208,"48000000",93,1,0,0,0,1,"bedazzled"
"3845","10647","pay it forward","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-10-12,"2000","10","12",55707411,"40000000",122,1,0,0,0,0,"payitforward"
"3849","11531","book of shadows blair witch 2","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2000-10-27,"2000","10","27",0,"0",90,1,1,0,0,0,"bookofshadowsblairwitch2"
"3850","24100","the little vampire","[{'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}]",2000-10-27,"2000","10","27",13555988,"22000000",95,0,1,0,0,1,"thelittlevampire"
"3851","10783","lucky numbers","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2000-10-27,"2000","10","27",0,"65000000",105,1,1,0,1,1,"luckynumbers"
"3852","47302","stardom","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-10-13,"2000","10","13",0,"0",100,1,0,0,0,1,"stardom"
"3853","4327","charlie s angels","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2000-11-02,"2000","11","02",264105545,"92000000",98,1,1,0,1,1,"charliesangels"
"3854","4958","the legend of bagger vance","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",2000-11-02,"2000","11","02",39459427,"80000000",126,1,0,0,0,1,"thelegendofbaggervance"
"3855","9678","little nicky","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2000-11-10,"2000","11","10",0,"85000000",90,1,0,0,0,1,"littlenicky"
"3856","11978","men of honor","[{'id': 18, 'name': 'Drama'}]",2000-09-13,"2000","09","13",48814909,"32000000",129,1,0,0,0,0,"menofhonor"
"3857","8870","red planet","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2000-11-10,"2000","11","10",33463969,"80000000",106,0,1,0,1,1,"redplanet"
"3858","77434","what s cooking ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-01-20,"2000","01","20",0,"0",110,1,0,0,0,1,"whatscooking"
"3859","14295","you can count on me","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-11-17,"2000","11","17",0,"0",111,1,0,0,0,0,"youcancountonme"
"3862","8452","the 6th day","[{'id': 878, 'name': 'Science Fiction'}]",2000-11-17,"2000","11","17",96085477,"82000000",123,0,0,0,0,1,"the6thday"
"3863","10862","bounce","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-11-15,"2000","11","15",36779296,"35000000",106,1,0,0,0,0,"bounce"
"3864","8871","how the grinch stole christmas","[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",2000-11-17,"2000","11","17",345141403,"123000000",104,0,0,0,0,1,"howthegrinchstolechristmas"
"3866","16340","rugrats in paris the movie","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2000-09-14,"2000","09","14",103,"30",78,0,0,0,1,1,"rugratsinparisthemovie"
"3867","10481","102 dalmatians","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2000-10-07,"2000","10","07",183611771,"85000000",100,0,0,0,0,1,"102dalmatians"
"3868","10867","mal„ na","[{'id': 18, 'name': 'Drama'}]",2000-10-27,"2000","10","27",0,"0",109,1,0,0,0,0,"mal„na"
"3869","10876","quills","[{'id': 18, 'name': 'Drama'}]",2000-11-22,"2000","11","22",7060876,"13500000",124,1,0,0,0,0,"quills"
"3870","9741","unbreakable","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2000-11-13,"2000","11","13",248118121,"75000000",106,1,1,0,0,1,"unbreakable"
"3871","79920","boys life 3","[]",2000-11-16,"2000","11","16",0,"0",79,0,0,0,0,0,"boyslife3"
"3872","146","Âç ËôûËóèÈ ô","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",2000-10-01,"2000","10","01",213525736,"17000000",120,1,0,0,1,1,"ÂçËôûËóèÈô"
"3873","11849","dungeons dragons","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2000-12-08,"2000","12","08",15185241,"35000000",107,0,0,0,1,1,"dungeonsdragons"
"3874","11983","proof of life","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2000-12-08,"2000","12","08",0,"65000000",135,1,1,0,1,1,"proofoflife"
"3875","11678","vertical limit","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2000-12-08,"2000","12","08",215663859,"75000000",124,0,1,0,1,1,"verticallimit"
"3887","107","snatch","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2000-09-01,"2000","09","01",83557872,"10000000",103,1,1,0,0,0,"snatch"
"3889","37716","mr accident","[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2000-03-24,"2000","03","24",0,"0",89,0,0,0,0,1,"mraccident"
"3890","392","chocolat","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-12-14,"2000","12","14",152500343,"25000000",121,1,0,0,0,1,"chocolat"
"3891","8859","dude where‚Äôs my car ","[{'id': 35, 'name': 'Comedy'}]",2000-12-15,"2000","12","15",73180723,"13000000",83,0,0,0,0,1,"dudewhere‚Äôsmycar"
"3892","11688","the emperor s new groove","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2000-12-09,"2000","12","09",169327687,"100000000",78,0,0,0,1,1,"theemperorsnewgroove"
"3893","12509","pollock","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-09-06,"2000","09","06",8,"6",122,1,0,0,0,0,"pollock"
"3894","3981","what women want","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-12-15,"2000","12","15",374111707,"70000000",127,1,0,0,0,1,"whatwomenwant"
"3895","711","finding forrester","[{'id': 18, 'name': 'Drama'}]",2000-12-21,"2000","12","21",80049764,"43000000",136,1,0,0,0,0,"findingforrester"
"3896","2046","the gift","[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2000-12-22,"2000","12","22",12008642,"10000000",111,1,1,0,0,0,"thegift"
"3897","5001","before night falls","[{'id': 18, 'name': 'Drama'}]",2000-09-03,"2000","09","03",8524534,"0",134,1,0,0,0,0,"beforenightfalls"
"3898","8358","cast away","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2000-12-22,"2000","12","22",429632142,"90000000",143,1,0,0,1,1,"castaway"
"3899","5994","the family man","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",2000-12-12,"2000","12","12",0,"60000000",125,1,0,0,0,1,"thefamilyman"
"3900","25520","the house of mirth","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-09-23,"2000","09","23",5164404,"10000000",140,1,0,0,0,0,"thehouseofmirth"
"3901","1493","miss congeniality","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",2000-12-14,"2000","12","14",2.12e+08,"45000000",111,1,0,0,1,1,"misscongeniality"
"3903","134","o brother where art thou ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2000-08-30,"2000","08","30",71868327,"26000000",106,0,0,0,1,1,"obrotherwhereartthou"
"3904","62677","songcatcher","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2001-03-01,"2001","03","01",0,"0",109,1,0,1,0,0,"songcatcher"
"3905","21991","state and main","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-08-26,"2000","08","26",0,"0",102,1,0,0,0,1,"stateandmain"
"3906","10577","dracula 2000","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2000-12-22,"2000","12","22",33000337,"28000000",99,0,1,0,0,0,"dracula2000"
"3907","21355","all the pretty horses","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",2000-12-11,"2000","12","11",0,"57000000",117,1,0,0,1,0,"alltheprettyhorses"
"3908","29122","an everlasting piece","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2000-12-22,"2000","12","22",0,"0",103,1,0,0,0,1,"aneverlastingpiece"
"3909","11973","thirteen days","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-12-24,"2000","12","24",34566746,"80000000",145,1,1,0,0,0,"thirteendays"
"3910","1900","traffic","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2000-12-27,"2000","12","27",207515725,"48000000",147,1,1,0,0,0,"traffic"
"3911","44853","the claim","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",2000-12-29,"2000","12","29",0,"0",120,1,0,0,1,0,"theclaim"
"3912","10873","shadow of the vampire","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",2000-05-15,"2000","05","15",8279017,"8000000",92,1,1,0,0,0,"shadowofthevampire"
"3926","34794","the st francisville experiment","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2000-04-15,"2000","04","15",0,"0",79,0,1,0,0,0,"thestfrancisvilleexperiment"
"3927","9989","antitrust","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2001-01-12,"2001","01","12",18195610,"30000000",108,1,0,0,1,0,"antitrust"
"3928","18828","double take","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2001-01-12,"2001","01","12",0,"0",88,1,0,0,1,1,"doubletake"
"3929","9816","save the last dance","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",2001-01-12,"2001","01","12",91038276,"13000000",112,1,0,1,0,1,"savethelastdance"
"3930","20637","panic","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2000-12-01,"2000","12","01",779137,"1000000",88,1,0,0,0,1,"panic"
"3931","5955","the pledge","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2001-01-09,"2001","01","09",29400000,"35000000",123,1,1,0,0,0,"thepledge"
"3932","125498","kids world","[]",2001-12-07,"2001","12","07",0,"0",93,0,0,0,0,0,"kidsworld"
"3934","220976","the amati girls","[{'id': 18, 'name': 'Drama'}]",2001-01-09,"2001","01","09",0,"0",91,1,0,0,0,0,"theamatigirls"
"3943","16723","sugar spice","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",2001-01-24,"2001","01","24",13276953,"11000000",81,1,0,0,0,1,"sugarspice"
"3944","2018","the wedding planner","[{'id': 35, 'name': 'Comedy'}]",2001-01-26,"2001","01","26",94728529,"35000000",103,0,0,0,0,1,"theweddingplanner"
"3946","287991","dog run","[]",2001-04-04,"2001","04","04",0,"0",0,0,0,0,0,0,"dogrun"
"3947","47595","trol„ sa","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-09-15,"2000","09","15",0,"0",142,1,0,0,0,0,"trol„sa"
"3948","18856","the invisible circus","[{'id': 18, 'name': 'Drama'}]",2001-02-23,"2001","02","23",0,"0",93,1,0,0,0,0,"theinvisiblecircus"
"3949","10499","die stille nach dem schuss","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2000-09-14,"2000","09","14",0,"0",102,1,0,0,0,0,"diestillenachdemschuss"
"3951","83500","two ninas","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-12-01,"2000","12","01",0,"0",88,1,0,0,0,1,"twoninas"
"3952","47943","harry un ami qui vous veut du bien","[{'id': 35, 'name': 'Comedy'}]",2000-08-15,"2000","08","15",3818452,"0",117,0,0,0,0,1,"harryunamiquivousveutdubien"
"4016","24940","head over heels","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2001-02-02,"2001","02","02",10424470,"14000000",86,1,0,0,0,1,"headoverheels"
"4017","37302","left behind","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2000-10-30,"2000","10","30",0,"0",96,1,1,0,0,1,"leftbehind"
"4018","10984","valentine","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2001-02-01,"2001","02","01",0,"0",96,0,1,0,0,0,"valentine"
"4019","843","Ëö Ê Â Ëè ","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-05-22,"2000","05","22",12854953,"0",98,1,0,0,0,0,"ËöÊÂËè"
"4021","318","the million dollar hotel","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-02-09,"2000","02","09",0,"8000000",122,1,1,0,0,0,"themilliondollarhotel"
"4022","12806","krampack","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-05-18,"2000","05","18",0,"0",91,1,0,0,0,1,"krampack"
"4023","9740","hannibal","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2001-02-08,"2001","02","08",351692268,"87000000",131,1,1,0,0,0,"hannibal"
